name,price,condition,brand,model,memory_GB,title,info,link
GIGABYTE NVIDIA GeForce GTX 1080 Ti 11 GB,200.0,Pre-Owned,GIGABYTE,NVIDIA GeForce GTX 1080 Ti,11.0,GIGABYTE GeForce GTX 1080 Ti 11GB GDDR5X Video Graphics Card GV-N108TAORUS-11GD,Pre-Owned · GIGABYTE · NVIDIA GeForce GTX 1080 Ti · 11 GB,https://www.ebay.com/itm/404283908332?epid=16026507463&hash=item5e2132e0ec%3Ag%3AHGMAAOSwDjdkXTj-&amdata=enc%3AAQAIAAAA4MoFW9Zzfum4sVSr31Qg72x8%2FqsAP8zHNvorTVpaLM6UuqRWUmldwhgR1qpDIIeYYy%2BG5in5u4blb93J0SdVcH2iFkAylaoNpPzPkQo%2B7RehO7ChuXxtmegwgOfRwbNQGw56emigXG53LO0EdGOr0BypPBOGbftGYS6e2D7L0o5R1zttypDtC80ySpCrzxrNXIuHGoL0kfcYwOZjr3VCcA3mupBlpiPO337HOKZUBs%2BlUV%2BAP5gMj7CRqOqkojJ0TRgFC8H0Cjg%2Bzf8sTtvDFQnF8DuwFNJcb6QFq08TQ6pm%7Ctkp%3ABk9SR6TW242fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
EVGA NVIDIA GeForce RTX 3070 8 GB,250.0,Refurbished,EVGA,NVIDIA GeForce RTX 3070,8.0,EVGA GeForce RTX 3070 FTW3 ULTRA 8GB GDDR6 Graphics Card,Refurbished · EVGA · NVIDIA GeForce RTX 3070 · 8 GB,https://www.ebay.com/itm/314641897797?epid=5040748103&hash=item49421e5945%3Ag%3A8SYAAOSwZkBkhSK4&amdata=enc%3AAQAIAAAAwBZOu1LtWlp2W%2FkjPkWhRnr3ApYeimDYQDsxmRTJ9FlQVqUAlYpIY5bcs5PNluv9Ur9G3PQJeYJ76974WWqTLBpt4zvLs8u%2FjbJAI%2F6tq6E6rlWjj8IESIauDdW%2F8CfMvFoKdTHz7cWZ%2FqPVSMkHux3OjqLTNC1B7qFzt4FzIwqwoGBuMpjiO2jlxm%2BBP1uM9UupZ7pXsUJWEl0ZlOAfOiXKpZ3gxG%2Fb9q38WrCKo51PYfRQ5QZYieg2XpoERlBCPw%3D%3D%7Ctkp%3ABk9SR6TW242fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
EVGA NVIDIA GeForce RTX 2070 8 GB,187.5,Pre-Owned,EVGA,NVIDIA GeForce RTX 2070,8.0,EVGA GeForce RTX 2070 SUPER XC ULTRA GAMING Graphic Card - Black...,Pre-Owned · EVGA · NVIDIA GeForce RTX 2070 · 8 GB,https://www.ebay.com/itm/325694389006?epid=2317015440&hash=item4bd4e5fb0e%3Ag%3A3HUAAOSwrQVkimUq&amdata=enc%3AAQAIAAAA4DZpXJozxKNQSYUWb8Hf%2F%2B0cONL08TTxyCpFKogcJW8H8EIGLY3L3EEQVwqiIcnYL%2BGAz4r1Z%2FYXAaa5Fj0H2a0F8q9HBqtsICNQeL85uzEIJVBye%2FOGKObh1f9EOZFZbfn%2B7Fi%2Ff8Z7N3DcGxbZbOXyjaxCYRL902y%2BVYUEMj2XmXUhZL7558Q2UHDRDvWGTX1bwZRKHibKPr0KU4u4MS5beWvhgkurYEKHDNIM98h3U%2BBZz7FTTazrZ2wYdcHWPPhqtEJOI%2BdRcJTfvLAALLmH%2FH2tx4eh3%2B3MmULLvw90%7Ctkp%3ABk9SR6TW242fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
NVIDIA NVIDIA GeForce GTX 1060 6 GB,100.0,Pre-Owned,NVIDIA,NVIDIA GeForce GTX 1060,6.0,EVGA NVIDIA GeForce GTX 1060 6 GB GDDR5 Graphics Card (06G-P4-6161-KR),Pre-Owned · NVIDIA · NVIDIA GeForce GTX 1060 · 6GB,https://www.ebay.com/itm/364269849444?epid=27026650224&hash=item54d02ccb64%3Ag%3AEqoAAOSwE2Fka-va&amdata=enc%3AAQAIAAAA4NrP9RNfvBrAMrs2PDIfHax%2BWCm56TzZp8YQh5%2FQnEa%2BtnFGy%2BRdxwngh%2FKFBc0elBtWLMOQv6hGNiu8EkOXtthCJXOHZjbiOOPo%2BAJg9f6ZGrApIIOMamKGgQEs16vLJy91seIV5BuqSLzDyldEIJYjXxgPYzGrfjv6IQSXjArETqNMk%2BLyk9N7dI8S65vO7wc9tXqVke6LfnJ97kPeqUpczS42uYBlkdWKFQ%2FT3Drj%2ByUZ%2BH5wC1JclvPyGIMjntz9S50l1dP7FrTjOTPKYd3fQntub6DLzI1gm38I3UMP%7Ctkp%3ABk9SR6bW242fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
MSI AMD Radeon RX 6800 XT 16 GB,405.0,Pre-Owned,MSI,AMD Radeon RX 6800 XT,16.0,MSI AMD Radeon RX 6800 XT Gaming X Trio 16GB GDDR6 Graphics Card (R6800XTGXT16),Pre-Owned · MSI · AMD Radeon RX 6800 XT · 16 GB,https://www.ebay.com/itm/325697158565?epid=17050521430&hash=item4bd5103da5%3Ag%3A%7EAAAAOSwt%7E5ke4wZ&amdata=enc%3AAQAIAAAAwLxPrg5MVEFiEysBd3qz%2Fh6rtkKram5Kw3TKIhmTQdzMm8aSEpmnVz3ysKHG6SlogQiFLSKb5PTZ%2BFpAOowAtsO7GfDYcWD4Wgkz9nHp2FgfgEa%2BzUew97aRsI1O%2Fnbqe%2Fb4Zd10B5HnsTpKaQ%2FQGLlFpTQZyluxuFlzKeZAll6%2B7qsn9O8xHKQZY8Zxqs6mjUKt6zrvKetPks6P45Dw2%2F7vRoYGNOlftm117mo9tDNnjhTaEdMIUG4E2%2BmUUklQAA%3D%3D%7Ctkp%3ABk9SR6bW242fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
MSI NVIDIA GeForce RTX 2080 8 GB,222.5,Refurbished,MSI,NVIDIA GeForce RTX 2080,8.0,MSI NVIDIA GeForce RTX 2080 GAMING X TRIO 8GB GDDR6 Graphics Card,Refurbished · MSI · NVIDIA GeForce RTX 2080 · 8GB,https://www.ebay.com/itm/195814747197?epid=3030529739&hash=item2d9777ec3d%3Ag%3ATgQAAOSwnChkg546&amdata=enc%3AAQAIAAAAwAbSGiq9RrOlXCAwUc6REjQZZyHD7TAzUglJkeqGgA8AfDVCgXjbVGCO7RDm2epdB%2F9E8wKMALB5BxL3XxxCwLJyNpaIeOxfTb7o0p%2BiM%2FhfN4FrAloJwzuGqZpj%2Fy%2FsIz8vettEWuzqY%2BFj%2FvAgK1e28ttGszOAK9Yyq%2B%2BQoYcIADSX6M0xbAQhUpU%2Fan8bbLiMCy%2FJHr53%2BPW3u0bIeGhEwCZaTd6I%2FwnawKfhY6tnSZdn7QOt3kA98cCa%2FY58qQ%3D%3D%7Ctkp%3ABk9SR6bW242fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
ASUS NVIDIA GeForce RTX 3060 12 GB,210.0,Pre-Owned,ASUS,NVIDIA GeForce RTX 3060,12.0,ASUS GeForce RTX 3060 Phoenix V2 Graphics Card,Pre-Owned · ASUS · NVIDIA GeForce RTX 3060 · 12 GB,https://www.ebay.com/itm/266300864126?epid=5048907701&hash=item3e00c4b67e%3Ag%3AeEUAAOSw3N9kjKFw&amdata=enc%3AAQAIAAAAwPGj4f1bz5t3GW2rIzoCUDPjzTn8cgGVXF%2BP4EZ2aevl2ASY%2BopE84hOqSPb59cBft9rfTnv3dBW0%2BhwAi3f5ZN9YN4LzhTy1CCwcHQNNk2rH1prNbZFbtp%2FcpyPiW%2FXL3%2B4kq9xUWJOfzucmdur6N2jRuKb%2BGLDi72CEBmyeumH3IRnq%2BKzW7NIIfGEhQEFEvk56%2FVAkqLxbP29GvMWoS7ju87HksqoVtzeNusW8C5zl%2BLr1Hs8Vd2jY%2FIvPcm84g%3D%3D%7Ctkp%3ABk9SR6bW242fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
ASUS NVIDIA GeForce GTX 1060 6 GB,68.0,Pre-Owned,ASUS,NVIDIA GeForce GTX 1060,6.0,ASUS NVIDIA GeForce GTX 1060 6GB GDDR5 TURBO 192-Bit Video Graphics Card GPU,Pre-Owned · ASUS · NVIDIA GeForce GTX 1060 · 6 GB,https://www.ebay.com/itm/195822624440?epid=1383267192&hash=item2d97f01eb8%3Ag%3ARm0AAOSwiO9kVkgW&amdata=enc%3AAQAIAAAA4A5j3iU1FSI6xtjEZN8oUsIqMYAfLu5BymFvZniychtD7PE3hCRnwhSY9uz9KIDiOKs1TMdwCvedV0ryK6IqBOlw4cm%2BSOM4xuh49xjhdeRZ1i7SX%2BFedKp0viwjA8RuHoremh4AecQf4aBNPvFDVTCrcmkGRM0snriaAU9uUk8kOecVWLHXzmRdZ5PrV5Nc2TsKXWA8dxrscXMsumBoiVFEtaXTsKISIGwmnAPP3bsxoUx7m0%2FTAugqhx372MR85xO0uyzte2FPSftXCFV11dZIT%2BLILsGhjAIauM5ApGS6%7Ctkp%3ABk9SR6jW242fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
ASUS NVIDIA GeForce GTX 1660 4 GB,65.0,Pre-Owned,ASUS,NVIDIA GeForce GTX 1660,4.0,Used ASUS Phoenix GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card + Box.,Pre-Owned · ASUS · NVIDIA GeForce GTX 1660 · 4 GB,https://www.ebay.com/itm/334907168749?epid=19003115284&hash=item4dfa05d7ed%3Ag%3AksQAAOSw6wxkhR4-&amdata=enc%3AAQAIAAAA4DCXQch5lpoCc9Kzq4NV54LNHldsqlHbu1XqJjsPYFhu2y8Nh7WQaiVBK6BykGcRiinrh5fNIXROPlHdtYWNn04EFkiqx6edJvIvsCczhVzUk4nsJBBw48KGzQGcn04fM8dz%2FGONToUk3rIWHb%2FbM5%2BEpsR890k94n9MZ94NvpyHbPZh%2Bch9HizvPJkvcPGn%2BuUFsG26jACUyQ89QtA4Isv0fHgw4aHO4HbQ5JuJ8skhQvKnc1y%2B5hhtUhlIR3i65HlLIJYbpMDOIcDwAbpdPK597ZxGkbI9dMIRUWHEZLvx%7Ctkp%3ABk9SR6jW242fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
ASUS NVIDIA GeForce RTX 3060 Ti 8 GB,275.0,Pre-Owned,ASUS,NVIDIA GeForce RTX 3060 Ti,8.0,ASUS KO GeForce RTX 3060 Ti V2 OC 8GB GDDR6 Graphics Card...,Pre-Owned · ASUS · NVIDIA GeForce RTX 3060 Ti · 8 GB,https://www.ebay.com/itm/145142394416?epid=11049689720&hash=item21cb292e30%3Ag%3AXkYAAOSwGK1kikLA&amdata=enc%3AAQAIAAAAwLbLNauo7N18R8%2Bj2fxFIBrNp1v%2FCtHuBtyhQv0vh%2FeQCoMdVQ6q5VykezwZ3DFqunW5G546GmyR5bnQA475M6VWSRKlUpDnRb3VCeMQ0VLclSAmv250YeUnxufCV%2BgQQFjKcTvXZJkJcOS3oI%2FDxMJ6tntSyOyZf3BJKToQfo45e%2FYafDod00bQOgxPvujOjah2Yu0siBkymf6pC93Ql5mJRxiHvPAcuhCNjgh0UeQyhh%2Fr90pvGTrbMFaPKeZluQ%3D%3D%7Ctkp%3ABk9SR6jW242fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
MSI NVIDIA GeForce RTX 3080 10 GB,431.0,Pre-Owned,MSI,NVIDIA GeForce RTX 3080,10.0,MSI NVIDIA GeForce RTX 3080 10GB GDDR6X Graphics Card - G3080V3XP10CL,Pre-Owned · MSI · NVIDIA GeForce RTX 3080 · 10 GB,https://www.ebay.com/itm/134615994327?epid=6050641043&hash=item1f57bd0fd7%3Ag%3AikEAAOSwTd1kjQVv&amdata=enc%3AAQAIAAAAwOy2wFT6%2BEsh0Dn34BN1YnQyi%2FGZ3zS0sSJx75Vv3rw3PgWdva2RMIlD5mMRmy8zqnFnewAY07DtC%2FlLHY1H6%2Bu74EQn80flva1UCokTKhYZ1AwZplT%2BZdxx3fpqHLyF7E2bfwVf131rWx0BVK2sNiIiL%2Fz3BKtReplzZgcdiBhzYbZorme95zsu8p%2FEXvAjDg433sotQ2t1yxTKVgEZYeiVSaVPVc0Cp%2FHq9tch3mwQE33mgrtNSSAHsSkAgfnVYw%3D%3D%7Ctkp%3ABk9SR6jW242fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
EVGA NVIDIA GeForce RTX 3060 12 GB,210.5,Pre-Owned,EVGA,NVIDIA GeForce RTX 3060,12.0,EVGA GeForce RTX 3060 XC GAMING 12GB GDDR6 Graphics Card (12G-P5-3657-KR),Pre-Owned · EVGA · NVIDIA GeForce RTX 3060 · 12 GB,https://www.ebay.com/itm/195791972635?epid=2315640392&hash=item2d961c691b%3Ag%3AUZgAAOSwLHBkdNwz&amdata=enc%3AAQAIAAAAwFmjquTvin9SmGB51nswNSrzL39f60ezpPfRGTL53ayHSJjY6F0N0KJjt3wOznQHoONX7rd9MhL13B8xgxV5mtkI78tU1wCfihXrD1butoGhg1qHCqT2Z%2B4IAFdWT4GSnERyN8bmHxypjkQkbbXu2%2F%2FbPg%2F%2BomCrWincXa8mPYGSNMwmwjvfzOT36iiDQQOcP5Hc5MbfypXEi6ZR6zcVAjBfaU0GC89xa3awY4gAAnQa9O901w8QrWSJsJMdrtV37Q%3D%3D%7Ctkp%3ABk9SR6jW242fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
PNY NVIDIA GeForce GTX 1080 Ti 11 GB,152.5,Pre-Owned,PNY,NVIDIA GeForce GTX 1080 Ti,11.0,PNY GeForce GTX 1080 Ti 11GB GDDR5X Graphics Card (VCGGTX1080T11PBCG2),Pre-Owned · PNY · NVIDIA GeForce GTX 1080 Ti · 11 GB,https://www.ebay.com/itm/115829621639?epid=24031194163&hash=item1af7fbc387%3Ag%3A1z4AAOSwtSZke6P1&amdata=enc%3AAQAIAAAA4NqZOTRuMFHOEEWdHAnI2c5nV67FJcXdU6sd8bva0BNxGIQjOqAvarUv3tVzFUBOVQoJl5a9%2BNp0Z7BPxIM8sMLnnzIQdMhOiOrRFRknOmgXJWfHROp6OeO6aIQFS%2BH5Rc96gBh4XEObi6%2BbeLijieo1VVhsqaPYF8CBrhG5IatDdDFdDN2YI8IekOnivNz5OAadYsPLQ1cg1vwO7YWAKDgstVDKCd2AqVukgUiNTA4Es9RloL%2F%2F1frPRrz8uhD1yzjaaJl0ObENACCyWtbweFDa7oE8RWbkEWdW71AQdn8T%7Ctkp%3ABk9SR6jW242fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
ASUS NVIDIA GeForce RTX 3080 10 GB,459.0,Pre-Owned,ASUS,NVIDIA GeForce RTX 3080,10.0,ASUS NVIDIA GeForce RTX 3080 TUF Gaming V2 10GB GDDR6X Graphics Card,Pre-Owned · ASUS · NVIDIA GeForce RTX 3080 · 10 GB,https://www.ebay.com/itm/255995479208?epid=9048827134&hash=item3b9a8504a8%3Ag%3AVcYAAOSwy61j%7Er9t&amdata=enc%3AAQAIAAAA4CZGhia1VapYcPhk%2BECOue0utvGYZekR9yCc%2FWkPw8W3tYExTFaSdHd%2Foyd8gbxdstcG1E4FMaIrTNp4tQ6E8y0biR2S7VVpPNQMcY%2Bytxj5eS1HMmGKBQ%2FLvBe0zSTBSZOsonF9cH6SBu7O9cGmng3K%2BY%2B1lJnXZxZlpVYfkQHiyM4ECfTfI5TJlTYGDXbAjEuJk8ZUu5TSP6QshjtnH59DXy9Zn%2BIoPJAV6cmp1VQSibT2DGvvZEJosNUIWwG1NQqLiaVvJ6gY%2BA0i2W9LN%2FJeEKhn2Z1457J3uJt32Da9%7Ctkp%3ABk9SR6jW242fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
GIGABYTE NVIDIA GeForce RTX 3070 Ti 8 GB,344.95,Pre-Owned,GIGABYTE,NVIDIA GeForce RTX 3070 Ti,8.0,GIGABYTE GeForce RTX 3070 Ti GAMING OC 8GB GDDR6X Graphics Card,Pre-Owned · GIGABYTE · NVIDIA GeForce RTX 3070 Ti · 8 GB,https://www.ebay.com/itm/115835855544?epid=22047402156&hash=item1af85ae2b8%3Ag%3ArgMAAOSw0LBkjjkZ&amdata=enc%3AAQAIAAAA4EZtwnIXd%2Ffy5Juu0PZJoGxlrExxg4FlYocLClGoVhZtQVRtp8g1aAi5c%2Bs%2BCsixFDxMEjG41F20RW8CuXfwD%2BYxG3TFYrprirRGiDKXOdonjkSKQ6mBzpsJ%2FQz%2Bx%2BAc%2F72%2FrQynxoULMBpwnkXFcEGFCm84vvh%2FuegX3IbB7Pzp8s1mzLJsyNjwDBHKr2kGFXLbH5Ox0RzoAhP%2Fi9hIpRvtnYNdY0BxzPWV8kE5dNe%2ByvtHX2Zqj9pLJOepYroYCzmJg6lhqMONy5FHLpnPBpBRsHmqOdoVQdspyNRex%2BZ5%7Ctkp%3ABk9SR6rW242fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
MSI NVIDIA GeForce RTX 2060 8 GB,260.0,Brand New,MSI,NVIDIA GeForce RTX 2060,8.0,NEW Seal MSI GeForce RTX 2060 Super Ventus OC 8GB GDDR6 Graphics Card,Brand New · MSI · NVIDIA GeForce RTX 2060 · 8GB,https://www.ebay.com/itm/225602127235?epid=12035015837&hash=item3486ef4583%3Ag%3AbrsAAOSw7n5kekyz&amdata=enc%3AAQAIAAAA4FdVOsZQXqB6YfiQyrnLX1CmwgONbu679P1Kr%2FW0VRTqjedB5noaSaX4WT%2BMqYGKBuxeR0zKS0Y%2FE%2BKYlsBQqyVGb8gcwnn%2FJubVBDEbJJnfJLgMfgLHs3cZ27NCJJbwE5NMH5gggOKoCi6LtB5c%2FqhHXvuMjAebRIopbeA%2BKRsBmCo96n9fvow4Mhu0ElX5mzORA4ZQ2SuWhFN7tnPQkT0038Bt3CeoVqeO4k8kIp5dUiqk8lT1obenHsanAcnpqJIlb4cuIAqFy0WrQSE0fmfevnwOOL8wzULoa5En30LM%7Ctkp%3ABk9SR6rW242fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
NVIDIA NVIDIA GeForce GTX 1070 8 GB,93.0,Pre-Owned,NVIDIA,NVIDIA GeForce GTX 1070,8.0,NVIDIA GeForce GTX 1070 Founders Edition 8GB GDDR5 Graphics Card,Pre-Owned · NVIDIA · NVIDIA GeForce GTX 1070 · 8 GB,https://www.ebay.com/itm/374749215776?epid=686503121&hash=item5740cb3c20%3Ag%3Aec4AAOSwfnBkhRNh&amdata=enc%3AAQAIAAAAwL%2BCzvP1KPBta%2F8Y4vpc9vrtmTvm6GhIRP1JtjTkEex85Haetn7IEq0ILIrpCi1hKROc6EzsxBi7%2Fw7FSpNRw1EaoGpZZhMvD8DR8PcoKM9GR%2F30rmfoyz0WVDE39F7zRkyJfXXQVPuXqWVKQlSBmzQuh9uxlffPpvJyZub5zyATQzkqlgPOi9I9gmPBH82C%2FVvxlHLfPssJfKVPDp85X86FUK5UjteCcNZ9kUyJI893KpQ8uO2OfUJtzXhX3f1weA%3D%3D%7Ctkp%3ABk9SR6rW242fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
PNY NVIDIA Quadro 4000 8 GB,192.5,Pre-Owned,PNY,NVIDIA Quadro 4000,8.0,"PNY NVIDIA Quadro P4000 Graphics Card P4000, 8GB GDDR5",Pre-Owned · PNY · NVIDIA Quadro 4000 · 8 GB,https://www.ebay.com/itm/155605629309?hash=item243ad1797d%3Ag%3AcSUAAOSwpp5kh7d2&amdata=enc%3AAQAIAAAAwBMb6yEzFTtf4TBGiWzCUJEeCzOuS6TiYKmRZfabgoQbcqbRVCqlcXwwNdd1Dmfl2SxHrpwblZgUDxfEjtYPfCKMVkKdxX8nWxplZ%2F3B%2B1cMrqiDeN68%2B7Q7uztcPxM5auBORMTuqbyX1VVfVKEiUzz5wD95hVVk59NP%2FEbdMKD0mLpn5XK%2FypFQLRmVbVfUNNQTf9o2E49lxSMApjQGfJJflW4WalQnM6IKN07lOevrM4P7uQakfCA12ezaTT2QxA%3D%3D%7Ctkp%3ABk9SR6rW242fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
NVIDIA NVIDIA GeForce RTX 3070 8 GB,295.0,Pre-Owned,NVIDIA,NVIDIA GeForce RTX 3070,8.0,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 Graphics Card - FE,Pre-Owned · NVIDIA · NVIDIA GeForce RTX 3070 · 8 GB,https://www.ebay.com/itm/256107982855?epid=15041887013&hash=item3ba139b007%3Ag%3AoGYAAOSw2Mpkh5YZ&amdata=enc%3AAQAIAAAA4JWvipdr%2B1n0RTqdlueX29VFMNuI1UFVYslXW1NkdlGqglvZ%2FKrKYCcePaGa0sZXAX6RxOs6K11lBpqGahUH4fauV1hGH2r8VxwdIsLZALHQDatW%2Bl724GnTyeZBh6pvoyYnW6QA2hmcJjKsKpg1nxzTP%2FrE78kw1w0qg4dmbccLj9Fe9%2BYLmOCf0mGSr5r0w7WZY%2BrKLfebREtBJzWZR5MJE9hsP3zah9HgBf1h0hs0zaku55CUnkMpE4c%2F7n%2F61la8fciuT1tkvSZmMrxzNYcl2LLIxWilLAFnWvZzdYom%7Ctkp%3ABk9SR9DS3Y2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
GIGABYTE NVIDIA GeForce GTX 1070 8 GB,84.95,Pre-Owned,GIGABYTE,NVIDIA GeForce GTX 1070,8.0,Gigabyte NVIDIA GTX 1070 8GB FOUNDERS EDITION Graphics Card,Pre-Owned · GIGABYTE · NVIDIA GeForce GTX 1070 · 8 GB,https://www.ebay.com/itm/166178251943?epid=2255511604&hash=item26b0fee4a7%3Ag%3A8XkAAOSw1ZVkjfww&amdata=enc%3AAQAIAAAA4G7j7Rfb0hc8IO6o9fr9%2FrpCNMS0Yg2A4oWuf%2FTp4QWWjP8C2%2FaCTUFCoF2DCG%2Fee7p9VaHpZj4NBHcEQEkZKbKuIza0Q9%2Bau0PWg%2BQ8HXXd6lwLTBirUE%2Fu3Z3Zk3LAKEPBtuKdajNFgfHct2rcGb8qSMcM0wQMhJEBZ9kdVHoR3C7ak3rPZJL3B2bWfMfJYLW%2FSA%2B0M1wDDCQ1D5m%2Bze%2ByWeF%2BzMjgKaDFZL6Ur7fmXDD7Rj2lbOrj3rVdnwEjhaUVxEqlixCZs2%2Bcv6oCbi1tbPqS1QT%2BKjLOQxHB44%2BH%7Ctkp%3ABk9SR9DS3Y2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
MSI NVIDIA GeForce RTX 3070 Ti 8 GB,699.99,Brand New,MSI,NVIDIA GeForce RTX 3070 Ti,8.0,MSI GeForce RTX 3070 Ti VENTUS 3X OC 8GB GDDR6X Graphics Card,Brand New · MSI · NVIDIA GeForce RTX 3070 Ti · 8 GB,https://www.ebay.com/itm/165730465516?epid=11047869648&hash=item26964e36ec%3Ag%3A4iYAAOSwqh1i6Tff&amdata=enc%3AAQAIAAAAwGFYx4LWyVdh6S6%2BLHH6irOB12rQMKtiF5X3utmBMZ4nWqP2XjtDQNpX0fiIJrgVM9Hd5K9efxgbMz7oWtJVHbqOq5kJzpbvZ1Exs1PC7AZKq7bMwIZIGuGDss6X1qZS6cu%2Bb1meizN5l0%2BVBzs8vqdC8LiGKu6kWVUWfw%2BncFQ1FCGINGH%2B%2F00VA0UPdzwvCD3l%2BgK65ALIUaYBgw6dThHKYd%2FVqa8BE6IXaTkKIFp34kZIi2AJxf%2B5VRy1%2FG5C2Q%3D%3D%7Ctkp%3ABk9SR9DS3Y2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
ASUS AMD Radeon RX 580 8 GB,75.0,Pre-Owned,ASUS,AMD Radeon RX 580,8.0,ASUS AMD Radeon RX580 8GB GDDR5 Graphics Card (DUAL-RX580-O8G),Pre-Owned · ASUS · AMD Radeon RX 580 · 8GB,https://www.ebay.com/itm/204368816233?epid=22021694390&hash=item2f9554a869%3Ag%3AAQ0AAOSwdfpki8Hm&amdata=enc%3AAQAIAAAA4Bg8yTMBNx3kxXk3S9LDHksBVRu1hc2IVx7I2uWThjk%2BGDrRHsXPNLoWTvHj4ImIyd%2BozPygVhja9Ig7PyAv5wFFYhIk6e%2BhCIg5oQ99fXBD24gcgyqIAxw2xIpWzJ8zwzJ5LmlsE3s8Ua8LyILXUKr6pTkcC0a7rK9Y0NbyBXFPsXPZ%2FmTIDlWIQ4OAQOEBZqMxLqDjOxbWBB0N3S0woRmGyl6nK63GRBA1ezySQMFZqhgduuQRNuweKaiXweo4VCBe2jj4kxFP1a0tbU3qYZem3nRiAlo4XBbReJh9nWwN%7Ctkp%3ABk9SR9DS3Y2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
MSI AMD Radeon RX 580 8 GB,69.95,Pre-Owned,MSI,AMD Radeon RX 580,8.0,"USED, but Excellent WORKING conditions Radeon RX 580 8GB GDDR5 Graphics Card",Pre-Owned · MSI · AMD Radeon RX 580 · 8 GB,https://www.ebay.com/itm/155528280503?epid=7026733721&hash=item24363539b7%3Ag%3Aj4YAAOSwCDtkTGSz&amdata=enc%3AAQAIAAAA4AnjVITF11mC%2Fz9Gh5kHbD8v7Qu06K3Il4vO0MzMKpYnKFE6X%2Fcss2WlMpjARV3do5AE8LN8C42nhuAmwcGaT9spH250dn3Du4xKY4f6d2FMyHrEFgN5czRPNqpklrTAmhzq%2BeYfa6dh6iwMvVMjsZM%2Fs3aPT6VFr3U2lW5YltXQRirAiLnW4BuBdgY4Tb6%2BhuRIP2ElsTTmHZgDEZiadOBRNpnynFmktuCYsFRrMubu4Cu0vbSp8tZH%2B6D1ONy8RKWCP1RlNoKSOgr%2BJJ1ZbG5KF6ldNvezsxVPcsiPp1PN%7Ctkp%3ABk9SR9DS3Y2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
ASUS NVIDIA GeForce GTX 1080 Ti 11 GB,200.0,Pre-Owned,ASUS,NVIDIA GeForce GTX 1080 Ti,11.0,ASUS ROG Poseidon GeForce GTX 1080 TI 11GB Platinum Edition Gaming Graphics Card,Pre-Owned · ASUS · NVIDIA GeForce GTX 1080 Ti · 11 GB,https://www.ebay.com/itm/354840290549?epid=13030886670&hash=item529e2124f5%3Ag%3AbxAAAOSwCrxkJndo&amdata=enc%3AAQAIAAAA4NX1VDqbKAK1aMvGuJ72CeRTKt8HP7%2F9kYJg3dENHfJ6Pka28DuvYSpqJGlmcgktOhzxHbzQJEZfoUU8LuI8mbaoFhzZFF42YcOMfHTZSq1ACfm179iia5aWfQtbdvn%2FQfwao%2BgNF2Avj6aCYIqn6LuTZ2%2BmYwZ0zPJJmKnR4iCP9sn7mu2Degpw66kV7oly1TzBAXTXbg3x7JYqkaYCVjzm1HrujhFZG1ed57%2BGrY1mrVyd%2BAoroIyqazCyZOjNqUao9usSpEMkaRfi%2FVgJwdv00Ms7jFc2H6jTlp8pCFDK%7Ctkp%3ABk9SR9DS3Y2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
